id_producto;id_punto_venta;id_fecha;cantidad;valor_unitario;valor_total;costo
212;469;232;2;20.19;40.38;24.06
346;469;232;2;2039.99;4079.98;3824.31
348;469;232;2;2024.99;4049.98;3796.19
220;469;232;2;20.19;40.38;24.06
347;559;232;2;2039.99;4079.98;3824.31
296;469;232;1;714.7;714.7;617.03
345;469;232;1;2039.99;2039.99;1912.15
307;469;232;1;722.59;722.59;623.84
232;469;232;1;28.84;28.84;31.72
223;469;232;1;5.19;5.19;5.71
347;469;232;1;2039.99;2039.99;1912.15
304;469;232;1;714.7;714.7;617.03
292;469;232;1;818.7;818.7;706.81
300;469;232;1;809.76;809.76;699.09
350;559;232;1;2024.99;2024.99;1898.09
351;559;232;1;2024.99;2024.99;1898.09
345;559;232;1;2039.99;2039.99;1912.15
348;29;232;1;2024.99;2024.99;1898.09
346;29;232;1;2039.99;2039.99;1912.15
344;29;232;1;2039.99;2039.99;1912.15
328;167;232;1;419.46;419.46;413.15
334;167;232;1;419.46;419.46;413.15
310;167;232;1;2146.96;2146.96;2171.29
319;167;232;1;874.79;874.79;884.71
312;167;232;1;2146.96;2146.96;2171.29
330;167;232;1;419.46;419.46;413.15
351;312;232;1;2024.99;2024.99;1898.09
319;256;232;3;874.79;2624.37;2654.12
315;256;232;3;874.79;2624.37;2654.12
342;256;232;3;419.46;1258.38;1239.44
317;167;232;3;874.79;2624.37;2654.12
324;167;232;3;419.46;1258.38;1239.44
215;469;232;3;20.19;60.57;36.08
349;469;232;4;2024.99;8099.96;7592.38
218;559;232;4;5.7;22.8;13.59
324;256;232;4;419.46;1677.84;1652.59
326;256;232;4;419.46;1677.84;1652.59
311;167;232;4;2146.96;8587.84;8685.18
342;167;232;4;419.46;1677.84;1652.59
320;167;232;4;419.46;1677.84;1652.59
223;167;232;4;5.19;20.76;22.82
322;167;232;4;419.46;1677.84;1652.59
340;167;232;4;419.46;1677.84;1652.59
316;167;232;4;874.79;3499.16;3538.83
344;312;232;4;2039.99;8159.96;7648.62
223;312;232;4;5.19;20.76;22.82
345;312;232;4;2039.99;8159.96;7648.62
232;312;232;5;28.84;144.2;158.62
350;312;232;5;2024.99;10124.95;9490.47
328;256;232;5;419.46;2097.3;2065.73
314;167;232;5;2146.96;10734.8;10856.47
235;469;232;5;28.84;144.2;158.62
326;167;232;6;419.46;2516.76;2478.88
336;167;232;6;419.46;2516.76;2478.88
313;167;232;6;2146.96;12881.76;13027.77
349;312;232;6;2024.99;12149.94;11388.57
348;312;232;6;2024.99;12149.94;11388.57
218;312;232;19;5.23;99.37;64.53
220;312;326;2;20.19;40.38;24.06
346;312;326;2;2039.99;4079.98;3824.31
345;312;326;2;2039.99;4079.98;3824.31
232;312;326;2;28.84;57.68;63.45
344;312;326;2;2039.99;4079.98;3824.31
348;312;326;2;2024.99;4049.98;3796.19
212;312;326;2;20.19;40.38;24.06
322;313;326;2;419.46;838.92;826.29
319;256;326;2;874.79;1749.58;1769.42
336;58;326;1;419.46;419.46;413.15
322;58;326;1;419.46;419.46;413.15
223;256;326;1;5.19;5.19;5.71
315;256;326;1;874.79;874.79;884.71
319;313;326;1;874.79;874.79;884.71
296;312;326;1;714.7;714.7;617.03
307;312;326;1;722.59;722.59;623.84
229;312;326;3;28.84;86.52;95.17
223;312;326;3;5.19;15.57;17.12
235;312;326;3;28.84;86.52;95.17
342;256;326;3;419.46;1258.38;1239.44
232;256;326;3;28.84;86.52;95.17
322;256;326;3;419.46;1258.38;1239.44
326;256;326;4;419.46;1677.84;1652.59
328;256;326;4;419.46;1677.84;1652.59
332;256;326;4;419.46;1677.84;1652.59
351;312;326;4;2024.99;8099.96;7592.38
215;312;326;4;20.19;80.76;48.11
350;312;326;5;2024.99;10124.95;9490.47
349;312;326;5;2024.99;10124.95;9490.47
324;256;326;5;419.46;2097.3;2065.73
218;312;326;6;5.7;34.2;20.38
410;312;419;2;36.45;72.9;53.94
464;312;419;2;14.13;28.26;19.43
412;312;419;2;180.13;360.26;266.59
420;312;419;2;141.62;283.24;209.59
468;312;419;2;22.79;45.58;31.34
360;312;419;2;1229.46;2458.92;2211.62
409;312;419;2;209.26;418.52;371.64
308;312;419;2;744.27;1488.54;1321.83
428;312;419;2;209.26;418.52;371.64
216;313;419;2;20.19;40.38;27.76
233;313;419;2;28.84;57.68;58.16
460;313;419;2;53.99;107.98;74.24
221;313;419;2;20.19;40.38;27.76
456;313;419;2;44.99;89.98;61.87
263;313;419;2;202.33;404.66;374.31
414;528;419;2;149.03;298.06;220.57
257;257;419;2;183.94;367.88;340.29
435;257;419;2;324.45;648.9;600.24
407;257;419;2;65.6;131.2;97.09
337;257;419;2;469.79;939.58;973.41
383;257;419;2;600.26;1200.52;1211.3
424;257;419;2;214.24;428.48;317.07
459;257;419;2;53.99;107.98;74.24
239;257;419;2;780.82;1561.64;1444.51
362;352;419;2;1229.46;2458.92;2211.62
308;352;419;2;744.27;1488.54;1321.83
411;352;419;2;125.42;250.84;185.61
421;352;419;2;196.33;392.66;290.57
397;352;419;2;24.29;48.58;35.96
410;352;419;2;36.45;72.9;53.94
364;352;419;2;647.99;1295.98;1196.87
224;352;419;2;5.19;10.38;10.46
375;343;419;2;1308.94;2617.88;2641.37
424;343;419;2;214.24;428.48;317.07
242;343;419;2;780.82;1561.64;1444.51
221;343;419;2;20.19;40.38;27.76
461;343;419;2;53.99;107.98;74.24
377;343;419;2;1308.94;2617.88;2641.37
373;343;419;2;1308.94;2617.88;2641.37
356;323;419;2;1242.85;2485.7;2235.71
435;343;419;1;324.45;324.45;300.12
423;343;419;1;165.23;165.23;122.27
433;343;419;1;324.45;324.45;300.12
447;343;419;1;15.0;15.0;10.31
468;352;419;1;22.79;22.79;15.67
401;352;419;1;65.6;65.6;48.55
297;352;419;1;736.15;736.15;653.7
221;352;419;1;20.19;20.19;13.88
460;256;419;1;53.99;53.99;37.12
271;257;419;1;202.33;202.33;187.16
373;257;419;1;1308.94;1308.94;1320.68
414;257;419;1;149.03;149.03;110.28
385;257;419;1;600.26;600.26;605.65
375;257;419;1;1308.94;1308.94;1320.68
415;257;419;1;198.04;198.04;146.55
224;313;419;1;5.19;5.19;5.23
286;313;419;1;183.94;183.94;170.14
433;313;419;1;324.45;324.45;300.12
224;312;419;1;5.19;5.19;5.23
297;312;419;1;736.15;736.15;653.7
460;312;419;1;53.99;53.99;37.12
399;312;419;1;33.77;33.77;24.99
323;313;419;1;469.79;469.79;486.71
333;528;419;1;469.79;469.79;486.71
327;313;419;3;234.9;704.7;1460.12
419;312;419;3;52.65;157.95;116.88
453;312;419;3;35.99;107.97;74.24
367;312;419;3;647.99;1943.97;1795.31
354;312;419;3;1242.85;3728.55;3353.57
447;312;419;3;15.0;45.0;30.94
397;312;419;3;24.29;72.87;53.93
369;257;419;3;1466.01;4398.03;4556.36
280;257;419;3;183.94;551.82;510.43
245;257;419;3;780.82;2342.46;2166.77
242;257;419;3;780.82;2342.46;2166.77
329;257;419;3;469.79;1409.37;1460.12
441;257;419;3;780.82;2342.46;2166.77
265;257;419;3;202.33;606.99;561.47
439;257;419;3;780.82;2342.46;2166.77
399;352;419;3;33.77;101.31;74.98
448;352;419;3;11.99;35.97;24.74
356;352;419;3;1242.85;3728.55;3353.57
420;352;419;3;141.62;424.86;314.39
358;352;419;3;1229.46;3688.38;3317.43
403;343;419;3;24.29;72.87;53.93
339;343;419;3;469.79;1409.37;1460.12
381;343;419;3;600.26;1800.78;1816.95
439;343;419;3;780.82;2342.46;2166.77
458;343;419;3;44.99;134.97;92.8
385;343;419;3;600.26;1800.78;1816.95
368;343;419;3;1466.01;4398.03;4556.36
329;343;419;3;469.79;1409.37;1460.12
459;343;419;3;53.99;161.97;111.36
213;343;419;3;20.19;60.57;41.63
263;343;419;3;202.33;606.99;561.47
415;343;419;3;198.04;594.12;439.64
265;343;419;3;202.33;606.99;561.47
383;343;419;3;600.26;1800.78;1816.95
343;343;419;3;469.79;1409.37;1460.12
379;343;419;3;1308.94;3926.82;3962.05
464;343;419;3;14.13;42.39;29.14
469;323;419;3;22.79;68.37;47.01
325;343;419;4;469.79;1879.16;1946.83
453;343;419;4;35.99;143.96;98.98
341;343;419;4;469.79;1879.16;1946.83
389;343;419;4;600.26;2401.04;2422.6
414;343;419;4;149.03;596.12;441.13
273;343;419;4;202.33;809.32;748.63
369;343;419;4;1466.01;5864.04;6075.15
216;343;419;4;20.19;80.76;55.51
333;343;419;4;469.79;1879.16;1946.83
460;343;419;4;53.99;215.96;148.48
327;343;419;4;234.9;939.6;1946.83
409;352;419;4;209.26;837.04;743.28
366;352;419;4;647.99;2591.96;2393.74
365;352;419;4;647.99;2591.96;2393.74
464;352;419;4;14.13;56.52;38.85
213;352;419;4;20.19;80.76;55.51
460;352;419;4;53.99;215.96;148.48
352;352;419;4;1242.85;4971.4;4471.42
459;352;419;4;53.99;215.96;148.48
427;352;419;4;209.26;837.04;743.28
458;352;419;4;44.99;179.96;123.73
236;352;419;4;28.84;115.36;116.32
456;352;419;4;44.99;179.96;123.73
343;257;419;4;469.79;1879.16;1946.83
335;257;419;4;469.79;1879.16;1946.83
331;257;419;4;469.79;1879.16;1946.83
267;257;419;4;202.33;809.32;748.63
381;257;419;4;600.26;2401.04;2422.6
417;257;419;4;324.45;1297.8;1200.48
327;257;419;4;234.9;939.6;1946.83
273;257;419;4;202.33;809.32;748.63
263;257;419;4;202.33;809.32;748.63
459;312;419;4;53.99;215.96;148.48
421;312;419;4;196.33;785.32;581.13
362;312;419;4;1229.46;4917.84;4423.24
365;312;419;4;647.99;2591.96;2393.74
289;312;419;4;744.27;2977.08;2643.66
461;312;419;4;53.99;215.96;148.48
216;312;419;4;20.19;80.76;55.51
448;312;419;4;11.99;47.96;32.98
422;313;419;4;67.54;270.16;199.92
325;528;419;4;469.79;1879.16;1946.83
456;312;419;5;44.99;224.95;154.67
236;312;419;5;28.84;144.2;145.4
356;312;419;5;1242.85;6214.25;5589.28
458;312;419;5;44.99;224.95;154.67
221;312;419;5;20.19;100.95;69.39
343;313;419;5;469.79;2348.95;2433.53
458;313;419;5;44.99;224.95;154.67
389;257;419;5;600.26;3001.3;3028.25
341;257;419;5;469.79;2348.95;2433.53
447;352;419;5;15.0;75.0;51.56
453;352;419;5;35.99;179.95;123.73
254;343;419;5;183.94;919.7;850.71
387;343;419;5;600.26;3001.3;3028.25
371;343;419;5;1308.94;6544.7;6603.42
407;343;419;5;65.6;328.0;242.73
448;343;419;5;11.99;59.95;41.23
271;343;419;5;202.33;1011.65;935.79
422;343;419;5;67.54;337.7;249.89
286;343;419;6;183.94;1103.64;1020.86
370;343;419;6;1466.01;8796.06;9112.72
456;343;419;6;44.99;269.94;185.6
417;343;419;6;324.45;1946.7;1800.71
367;352;419;6;647.99;3887.94;3590.61
339;257;419;6;469.79;2818.74;2920.24
433;257;419;6;324.45;1946.7;1800.71
333;257;419;6;469.79;2818.74;2920.24
364;312;419;6;647.99;3887.94;3590.61
366;312;419;6;647.99;3887.94;3590.61
233;312;419;6;28.84;173.04;174.48
213;312;419;7;20.19;141.33;97.15
422;257;419;7;67.54;472.78;349.85
216;352;419;7;20.19;141.33;97.15
335;343;419;7;469.79;3288.53;3406.95
331;343;419;7;469.79;3288.53;3406.95
323;343;419;8;469.79;3758.32;3893.65
236;343;419;8;28.84;230.72;232.65
224;343;419;8;5.19;41.52;41.84
368;257;419;8;1466.01;11728.08;12150.29
230;312;419;8;28.84;230.72;232.65
470;312;419;9;22.79;205.11;141.04
230;352;419;9;28.84;259.56;261.73
321;343;419;9;469.79;4228.11;4380.36
337;343;419;9;469.79;4228.11;4380.36
469;352;419;10;22.79;227.9;156.71
325;257;419;10;469.79;4697.9;4867.07
469;312;419;12;22.03;264.36;188.05
233;352;419;14;27.88;390.32;407.13
233;343;419;16;26.44;423.04;465.29
470;352;419;17;20.89;355.13;266.41
401;312;506;2;65.6;131.2;97.09
224;312;506;2;5.19;10.38;10.46
412;312;506;2;180.13;360.26;266.59
458;312;506;2;44.99;89.98;61.87
411;312;506;2;125.42;250.84;185.61
297;312;506;2;736.15;1472.3;1307.39
409;312;506;2;209.26;418.52;371.64
221;312;506;2;20.19;40.38;27.76
427;312;506;2;209.26;418.52;371.64
273;666;506;2;202.33;404.66;374.31
335;666;506;2;469.79;939.58;973.41
383;666;506;2;600.26;1200.52;1211.3
414;666;506;2;149.03;298.06;220.57
370;666;506;2;1466.01;2932.02;3037.57
375;666;506;2;1308.94;2617.88;2641.37
429;666;506;2;324.45;648.9;600.24
254;666;506;1;183.94;183.94;170.14
385;666;506;1;600.26;600.26;605.65
457;666;506;1;44.99;44.99;30.93
242;666;506;1;780.82;780.82;722.26
407;666;506;1;65.6;65.6;48.55
369;666;506;1;1466.01;1466.01;1518.79
435;666;506;1;324.45;324.45;300.12
419;312;506;1;52.65;52.65;38.96
356;312;506;1;1242.85;1242.85;1117.86
366;312;506;1;647.99;647.99;598.44
399;312;506;1;33.77;33.77;24.99
420;312;506;3;141.62;424.86;314.39
453;312;506;3;35.99;107.97;74.24
364;312;506;3;647.99;1943.97;1795.31
448;312;506;3;11.99;35.97;24.74
216;312;506;3;20.19;60.57;41.63
362;312;506;3;1229.46;3688.38;3317.43
308;312;506;3;744.27;2232.81;1982.74
233;312;506;3;28.84;86.52;87.24
368;666;506;3;1466.01;4398.03;4556.36
239;666;506;3;780.82;2342.46;2166.77
331;666;506;3;469.79;1409.37;1460.12
466;666;506;3;14.13;42.39;29.14
373;666;506;3;1308.94;3926.82;3962.05
415;666;506;3;198.04;594.12;439.64
381;666;506;3;600.26;1800.78;1816.95
439;666;506;3;780.82;2342.46;2166.77
389;666;506;4;600.26;2401.04;2422.6
339;666;506;4;469.79;1879.16;1946.83
354;312;506;4;1242.85;4971.4;4471.42
358;312;506;4;1229.46;4917.84;4423.24
213;312;506;4;20.19;80.76;55.51
352;312;506;4;1242.85;4971.4;4471.42
360;312;506;5;1229.46;6147.3;5529.05
230;312;506;5;28.84;144.2;145.4
456;312;506;5;44.99;224.95;154.67
447;312;506;5;15.0;75.0;51.56
460;312;506;5;53.99;269.95;185.6
428;312;506;5;209.26;1046.3;929.1
469;312;506;5;22.79;113.95;78.35
236;312;506;5;28.84;144.2;145.4
365;312;506;6;647.99;3887.94;3590.61
470;312;506;12;22.03;264.36;188.05
399;312;599;2;33.77;67.54;49.99
358;312;599;2;1229.46;2458.92;2211.62
354;312;599;2;1242.85;2485.7;2235.71
420;312;599;2;141.62;283.24;209.59
362;312;599;2;1229.46;2458.92;2211.62
421;312;599;2;196.33;392.66;290.57
360;247;599;2;1229.46;2458.92;2211.62
470;247;599;2;22.79;45.58;31.34
358;247;599;2;1229.46;2458.92;2211.62
327;135;599;2;469.79;939.58;973.41
420;348;599;1;141.62;141.62;104.8
333;135;599;1;469.79;469.79;486.71
221;312;599;1;20.19;20.19;13.88
366;312;599;1;647.99;647.99;598.44
460;312;599;1;53.99;53.99;37.12
356;312;599;1;1242.85;1242.85;1117.86
233;312;599;3;28.84;86.52;87.24
428;312;599;3;209.26;627.78;557.46
409;312;599;3;209.26;627.78;557.46
456;312;599;3;44.99;134.97;92.8
224;312;599;3;5.19;15.57;15.69
469;247;599;3;22.79;68.37;47.01
343;135;599;3;469.79;1409.37;1460.12
329;135;599;4;469.79;1879.16;1946.83
364;312;599;4;647.99;2591.96;2393.74
360;312;599;5;1229.46;6147.3;5529.05
352;312;599;5;1242.85;6214.25;5589.28
458;312;599;5;44.99;224.95;154.67
325;135;599;6;469.79;2818.74;2920.24
323;135;599;6;469.79;2818.74;2920.24
365;312;599;6;647.99;3887.94;3590.61
469;312;599;7;22.79;159.53;109.7
470;312;599;15;20.89;313.35;235.06
356;312;693;2;1242.85;2485.7;2235.71
411;312;693;2;125.42;250.84;185.61
224;312;693;2;5.19;10.38;10.46
213;312;693;2;20.19;40.38;27.76
297;312;693;2;736.15;1472.3;1307.39
419;312;693;2;52.65;105.3;77.92
428;312;693;2;209.26;418.52;371.64
236;312;693;2;28.84;57.68;58.16
360;312;693;2;1229.46;2458.92;2211.62
366;312;693;2;647.99;1295.98;1196.87
401;312;693;2;65.6;131.2;97.09
421;312;693;2;196.33;392.66;290.57
448;312;693;2;11.99;23.98;16.49
308;312;693;2;744.27;1488.54;1321.83
233;312;693;2;28.84;57.68;58.16
399;312;693;2;33.77;67.54;49.99
216;352;693;2;20.19;40.38;27.76
401;352;693;2;65.6;131.2;97.09
419;352;693;2;52.65;105.3;77.92
362;352;693;2;1229.46;2458.92;2211.62
410;352;693;2;36.45;72.9;53.94
221;352;693;2;20.19;40.38;27.76
367;352;693;2;647.99;1295.98;1196.87
358;476;693;2;1229.46;2458.92;2211.62
365;476;693;2;647.99;1295.98;1196.87
297;476;693;2;736.15;1472.3;1307.39
410;476;693;2;36.45;72.9;53.94
420;476;693;2;141.62;283.24;209.59
419;476;693;2;52.65;105.3;77.92
409;476;693;2;209.26;418.52;371.64
356;476;693;2;1242.85;2485.7;2235.71
399;476;693;2;33.77;67.54;49.99
354;476;693;2;1242.85;2485.7;2235.71
412;476;693;1;180.13;180.13;133.3
308;476;693;1;744.27;744.27;660.91
360;476;693;1;1229.46;1229.46;1105.81
427;476;693;1;209.26;209.26;185.82
401;476;693;1;65.6;65.6;48.55
411;476;693;1;125.42;125.42;92.81
409;352;693;1;209.26;209.26;185.82
352;352;693;1;1242.85;1242.85;1117.86
308;352;693;1;744.27;744.27;660.91
411;352;693;1;125.42;125.42;92.81
420;352;693;1;141.62;141.62;104.8
410;312;693;1;36.45;36.45;26.97
459;312;693;1;53.99;53.99;37.12
362;312;693;1;1229.46;1229.46;1105.81
409;312;693;1;209.26;209.26;185.82
230;312;693;3;28.84;86.52;87.24
367;312;693;3;647.99;1943.97;1795.31
364;312;693;3;647.99;1943.97;1795.31
420;312;693;3;141.62;424.86;314.39
365;352;693;3;647.99;1943.97;1795.31
358;352;693;3;1229.46;3688.38;3317.43
460;352;693;3;53.99;161.97;111.36
468;352;693;3;22.79;68.37;47.01
233;352;693;3;28.84;86.52;87.24
213;352;693;3;20.19;60.57;41.63
421;352;693;3;196.33;588.99;435.85
468;476;693;3;22.79;68.37;47.01
366;476;693;3;647.99;1943.97;1795.31
216;312;693;4;20.19;80.76;55.51
221;312;693;4;20.19;80.76;55.51
447;312;693;4;15.0;60.0;41.25
453;312;693;5;35.99;179.95;123.73
460;312;693;5;53.99;269.95;185.6
456;312;693;5;44.99;224.95;154.67
464;312;693;5;14.13;70.65;48.57
456;352;693;5;44.99;224.95;154.67
458;352;693;5;44.99;224.95;154.67
464;352;693;5;14.13;70.65;48.57
458;312;693;6;44.99;269.94;185.6
428;476;693;7;209.26;1464.82;1300.74
470;476;693;7;22.79;159.53;109.7
367;476;693;8;647.99;5183.92;4787.48
224;352;693;8;5.19;41.52;41.84
358;312;693;9;1229.46;11065.14;9952.29
360;352;693;9;1229.46;11065.14;9952.29
469;312;693;18;20.89;376.02;282.08
469;476;693;22;20.89;459.58;344.76
470;312;693;33;19.0;627.0;517.14
470;352;693;25;19.0;475.0;391.77
591;312;787;2;338.99;677.98;616.44
525;312;787;2;158.43;316.86;289.19
588;312;787;2;461.69;923.38;839.56
363;312;787;2;1376.99;2753.98;2503.96
309;312;787;2;818.7;1637.4;1494.4
531;312;787;2;149.87;299.74;273.57
513;312;787;2;218.45;436.9;398.75
542;312;787;2;24.29;48.58;35.96
481;313;787;2;5.39;10.78;6.72
546;313;787;2;37.25;74.5;55.14
487;313;787;2;32.99;65.98;41.13
287;313;787;2;202.33;404.66;409.25
582;493;787;2;1020.59;2041.18;2165.02
520;529;787;2;31.58;63.16;46.74
258;529;787;2;202.33;404.66;409.25
378;529;787;2;1466.01;2932.02;3109.9
599;661;787;2;323.99;647.98;589.16
562;263;787;2;953.63;1907.26;2963.88
500;263;787;2;602.35;1204.7;1203.49
472;263;787;2;38.1;76.2;47.5
574;263;787;2;1430.44;2860.88;2963.88
499;263;787;2;602.35;1204.7;1203.49
570;263;787;2;334.06;668.12;922.89
497;263;787;1;602.35;602.35;601.74
503;263;787;1;200.05;200.05;199.85
498;263;787;1;602.35;602.35;601.74
575;263;787;1;1430.44;1430.44;1481.94
554;263;787;1;54.94;54.94;40.66
595;661;787;1;338.99;338.99;308.22
594;661;787;1;338.99;338.99;308.22
475;661;787;1;41.99;41.99;26.18
512;661;787;1;218.45;218.45;199.38
591;661;787;1;338.99;338.99;308.22
593;661;787;1;338.99;338.99;308.22
472;313;787;1;38.1;38.1;23.75
580;313;787;1;1020.59;1020.59;1082.51
547;313;787;1;48.59;48.59;35.96
491;313;787;1;32.39;32.39;41.57
546;493;787;1;37.25;37.25;27.57
520;493;787;1;31.58;31.58;23.37
442;493;787;1;858.9;858.9;868.63
378;493;787;1;1466.01;1466.01;1554.95
246;493;787;1;858.9;858.9;868.63
258;493;787;1;202.33;202.33;204.63
430;493;787;1;356.9;356.9;360.94
582;529;787;1;1020.59;1020.59;1082.51
386;529;787;1;672.29;672.29;713.08
281;529;787;1;202.33;202.33;204.63
430;529;787;1;356.9;356.9;360.94
214;312;787;1;20.99;20.99;13.09
298;312;787;1;809.76;809.76;739.04
595;312;787;1;338.99;338.99;308.22
593;312;787;1;338.99;338.99;308.22
551;312;787;1;158.43;158.43;144.59
533;312;787;1;149.87;149.87;136.79
598;312;787;1;323.99;323.99;294.58
517;312;787;1;31.58;31.58;23.37
589;312;787;1;461.69;461.69;419.78
590;312;787;1;461.69;461.69;419.78
434;313;787;3;356.9;1070.7;1082.83
605;313;787;3;323.99;971.97;1030.95
471;313;787;3;38.1;114.3;71.25
477;313;787;3;2.99;8.97;5.6
490;313;787;3;32.39;97.17;124.72
246;529;787;3;858.9;2576.7;2605.9
442;529;787;3;858.9;2576.7;2605.9
516;312;787;3;23.48;70.44;52.13
587;312;787;3;461.69;1385.07;1259.34
544;312;787;3;48.59;145.77;107.88
353;312;787;3;1391.99;4175.97;3796.86
600;312;787;3;323.99;971.97;883.74
465;312;787;3;14.69;44.07;27.48
594;312;787;3;338.99;1016.97;924.65
487;312;787;3;32.99;98.97;61.7
592;312;787;3;338.99;1016.97;924.65
475;312;787;3;41.99;125.97;78.53
599;312;787;3;323.99;971.97;883.74
402;312;787;3;72.16;216.48;160.2
600;661;787;3;323.99;971.97;883.74
597;661;787;3;323.99;971.97;883.74
598;661;787;3;323.99;971.97;883.74
592;661;787;3;338.99;1016.97;924.65
561;263;787;3;953.63;2860.89;4445.81
606;669;787;3;323.99;971.97;1030.95
290;661;787;4;818.7;3274.8;2988.8
502;263;787;4;200.05;800.2;799.41
214;263;787;4;20.99;83.96;52.35
568;263;787;4;334.06;1336.24;1845.78
577;263;787;4;728.91;2915.64;3020.6
483;313;787;4;72.0;288.0;179.52
225;312;787;4;5.39;21.56;27.69
524;312;787;4;158.43;633.72;578.38
231;312;787;4;29.99;119.96;153.97
532;312;787;4;149.87;599.48;547.14
361;312;787;4;1376.99;5507.96;5007.93
359;312;787;4;1376.99;5507.96;5007.93
237;312;787;4;29.99;119.96;153.97
222;313;787;5;20.99;104.95;65.43
225;313;787;5;5.39;26.95;34.61
217;313;787;5;20.99;104.95;65.43
217;312;787;5;20.99;104.95;65.43
484;312;787;5;4.77;23.85;14.87
404;493;787;5;26.72;133.6;98.88
560;263;787;5;728.91;3644.55;3775.75
573;263;787;6;1430.44;8582.64;8891.63
217;263;787;6;20.99;125.94;78.52
225;263;787;6;5.39;32.34;41.53
467;263;787;6;14.69;88.14;54.96
506;263;787;6;200.05;1200.3;1199.11
491;263;787;6;32.39;194.34;249.43
234;263;787;6;29.99;179.94;230.95
484;313;787;6;4.77;28.62;17.84
488;312;787;6;32.39;194.34;249.43
490;312;787;6;32.39;194.34;249.43
222;312;787;6;20.99;125.94;78.52
477;312;787;7;2.99;20.93;13.06
355;312;787;7;1391.99;9743.93;8859.34
472;312;787;7;38.1;266.7;166.24
471;263;787;7;38.1;266.7;166.24
488;263;787;8;32.39;259.12;332.58
484;263;787;8;4.77;38.16;23.79
496;263;787;8;602.35;4818.8;4813.95
569;263;787;8;334.06;2672.48;3691.56
523;263;787;8;31.58;252.64;186.98
487;263;787;8;32.99;263.92;164.53
579;263;787;8;728.91;5831.28;6041.21
565;263;787;8;334.06;2672.48;3691.56
471;312;787;8;38.1;304.8;189.99
463;312;787;8;14.69;117.52;73.27
214;313;787;9;20.99;188.91;117.78
234;313;787;9;29.99;269.91;346.43
234;312;787;9;29.99;269.91;346.43
476;312;787;9;41.99;377.91;235.59
476;661;787;9;41.99;377.91;235.59
465;263;787;10;14.69;146.9;91.59
483;312;787;10;72.0;720.0;448.8
576;263;787;12;1382.76;16593.12;17783.25
237;263;787;11;28.99;318.89;423.42
463;263;787;14;14.2;198.8;128.23
222;263;787;14;20.29;284.06;183.21
491;312;787;13;31.31;407.03;540.44
231;263;787;13;28.99;376.87;500.4
477;263;787;16;2.74;43.84;29.86
490;263;787;15;29.69;445.35;623.58
483;263;787;15;66.0;990.0;673.2
474;312;787;17;38.49;654.33;445.0
482;313;787;21;4.94;103.74;70.61
598;312;874;2;323.99;647.98;589.16
359;312;874;2;1376.99;2753.98;2503.96
361;312;874;2;1376.99;2753.98;2503.96
400;312;874;2;37.15;74.3;54.99
542;312;874;2;24.29;48.58;35.96
588;312;874;2;461.69;923.38;839.56
594;312;874;2;338.99;677.98;616.44
511;312;874;2;218.45;436.9;398.75
477;312;874;2;2.99;5.98;3.73
309;435;874;2;818.7;1637.4;1494.4
525;435;874;2;158.43;316.86;289.19
515;435;874;2;16.27;32.54;24.08
603;435;874;2;72.89;145.78;107.88
559;435;874;2;12.14;24.28;17.97
527;435;874;2;158.43;316.86;289.19
